Unnamed: 0,user_id,age,isbn,rating,book_title,book_author,year_of_publication,publisher,Language,city,state,country
1900,1270,57.0,971880107,1,Wild Animus,Rich Shapero,2004.0,Too Far,en,toronto,ontario,canada
1901,1271,15.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,tucson,arizona,usa
1902,1273,33.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,beaverton,oregon,usa
1903,1273,23.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,manchester,england,united kingdom
1904,1274,23.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,kansas city,missouri,usa
1905,1275,35.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,campbellton,new brunswick,canada
1907,1276,42.0,971880107,8,Wild Animus,Rich Shapero,2004.0,Too Far,en,mosheim,tennessee,usa
1908,1276,41.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,kill devil hills,north carolina,usa
1910,1280,35.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,toledo,ohio,usa
1911,1280,23.0,971880107,5,Wild Animus,Rich Shapero,2004.0,Too Far,en,belo horizonte,minas gerais,brazil
1912,1281,23.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,alma,michigan,usa
1913,1282,34.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,san antonio,texas,usa
1914,1282,27.0,971880107,2,Wild Animus,Rich Shapero,2004.0,Too Far,en,lakeville,connecticut,usa
1915,1283,34.74389988072476,971880107,4,Wild Animus,Rich Shapero,2004.0,Too Far,en,alvin,texas,usa
1916,1283,36.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,casselton,north dakota,usa
1917,1284,34.74389988072476,971880107,8,Wild Animus,Rich Shapero,2004.0,Too Far,en,chico,ca,united states
1918,1285,50.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,covington,kentucky,usa
1919,1287,31.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,southampton,england,united kingdom
1920,1293,27.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,espoo,uusimaa,finland
1921,1294,33.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,durham,north carolina,usa
1923,1295,36.0,971880107,2,Wild Animus,Rich Shapero,2004.0,Too Far,en,newtown,wellington,new zealand
1924,1296,29.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,hamburg,hamburg,germany
1925,1297,46.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,bloomington,minnesota,usa
1926,1298,35.0,971880107,1,Wild Animus,Rich Shapero,2004.0,Too Far,en,philadelphia,pennsylvania,usa
1928,1299,31.0,971880107,4,Wild Animus,Rich Shapero,2004.0,Too Far,en,eagle point,oregon,usa
1929,1301,47.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,olympia,washington,usa
1930,1304,38.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,yarmouth,nova scotia,canada
1931,1304,33.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,nashville,tennessee,usa
1932,1305,34.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,dortmund,nordrhein-westfalen,germany
1933,1305,27.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,secunderabad,andhra pradesh,india
1934,1305,18.0,971880107,8,Wild Animus,Rich Shapero,2004.0,Too Far,en,mysore,karnataka,india
1935,1306,35.0,971880107,3,Wild Animus,Rich Shapero,2004.0,Too Far,en,wa,perth,australia
1936,1309,34.74389988072476,971880107,7,Wild Animus,Rich Shapero,2004.0,Too Far,en,scotia,new york,usa
1937,1310,39.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,nottingham,england,united kingdom
1939,1314,29.0,971880107,7,Wild Animus,Rich Shapero,2004.0,Too Far,en,sydney,new south wales,australia
1940,1315,47.0,971880107,9,Wild Animus,Rich Shapero,2004.0,Too Far,en,citrus heights,california,usa
1941,1316,34.0,971880107,7,Wild Animus,Rich Shapero,2004.0,Too Far,en,plymouth,michigan,usa
1942,1316,36.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,nijmegen,gelderland,netherlands
1943,1318,21.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,bonn,nordrhein-westfalen,germany
1944,1318,31.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,farnborough,hampshire,united kingdom
1945,1321,60.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,mt. view,missouri,usa
1946,1322,33.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,hadley,massachusetts,usa
1947,1323,58.0,971880107,5,Wild Animus,Rich Shapero,2004.0,Too Far,en,denver,colorado,usa
1948,1324,34.74389988072476,971880107,1,Wild Animus,Rich Shapero,2004.0,Too Far,en,hamburg- rissen,hamburg,germany
1949,1325,43.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,dubbo,new south wales,australia
1950,1326,24.0,971880107,7,Wild Animus,Rich Shapero,2004.0,Too Far,en,berchem,antwerp,belgium
1951,1326,44.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,newport beach,california,usa
1952,1328,57.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,west palm beach,florida,usa
1953,1333,26.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,heidelberg,baden-wuerttemberg,germany
1954,1333,33.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,elwood,indiana,usa
1955,1334,34.74389988072476,971880107,3,Wild Animus,Rich Shapero,2004.0,Too Far,en,oshawa,ontario,canada
1956,1334,40.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,"statesville,",north carolina,usa
1957,1336,24.0,971880107,6,Wild Animus,Rich Shapero,2004.0,Too Far,en,blimea,asturias,spain
1958,1336,40.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,boxtel,noord-brabant,netherlands
1959,1337,28.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,gaithersburg,maryland,usa
1960,1338,34.74389988072476,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,san diego,california,usa
1961,1340,27.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,giessen,hessen,germany
1962,1340,34.74389988072476,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,wien,wien,austria
1963,1347,27.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,chicago,illinois,usa
1964,1348,28.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,kuala lumpur,wilayah persekutuan,malaysia
1965,1348,17.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,nürnberg,bayern,germany
1966,1353,43.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,tucson,arizona,usa
1967,1356,25.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,kuwait,kuwait,kuwait
1968,1356,34.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,basing,hampshire,united kingdom
1970,1358,20.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,cold spring,kentucky,usa
1971,1358,41.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,sheffield,vermont,usa
1972,1358,56.0,971880107,3,Wild Animus,Rich Shapero,2004.0,Too Far,en,hague,new york,usa
1973,1359,34.0,971880107,9,Wild Animus,Rich Shapero,2004.0,Too Far,en,hemel hempstead,england,united kingdom
1974,1360,34.74389988072476,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,brampton,ontario,canada
1975,1360,44.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,normal,illinois,usa
1976,1361,34.74389988072476,971880107,2,Wild Animus,Rich Shapero,2004.0,Too Far,en,fair oaks,california,usa
1977,1362,39.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,crest hill,illinois,usa
1978,1362,34.74389988072476,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,new britain,connecticut,usa
1979,1362,27.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,de pere,wisconsin,usa
1980,1362,34.0,971880107,2,Wild Animus,Rich Shapero,2004.0,Too Far,en,calgary,alberta,canada
1981,1362,37.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,thiensville,wisconsin,usa
1982,1363,29.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,king and queen,virginia,usa
1983,1363,34.74389988072476,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,wien,wien,austria
1984,1363,34.74389988072476,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,edmonton,alberta,canada
1985,1364,34.74389988072476,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,richmond,kentucky,usa
1986,1364,27.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,zollikofen,bern,switzerland
1987,1367,31.0,971880107,7,Wild Animus,Rich Shapero,2004.0,Too Far,en,marcellus,michigan,usa
1989,1369,36.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,raleigh,north carolina,usa
1990,1369,25.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,calgary,alberta,canada
1991,1371,31.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,rennes,bretagne,france
1992,1372,36.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,toronto,ontario,canada
1993,1373,26.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,longview,washington,usa
1994,1373,18.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,ovar,aveiro,portugal
1995,1373,32.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,strasbourg,alsace,france
1996,1374,26.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,sevilla,sevilla,spain
1997,1375,35.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,enterprise,oregon,usa
1998,1376,36.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,muenchen,bayern,germany
1999,1376,46.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,medford,new york,usa
2000,1379,58.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,dover,delaware,usa
2001,1380,31.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,glasgow,scotland,united kingdom
2002,1383,34.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,missoula,montana,usa
2003,1385,34.74389988072476,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,milano,lombardia,italy
2004,1385,28.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,sydney,new south wales,australia
2005,1387,33.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,jesup,georgia,usa
2006,1388,40.0,971880107,6,Wild Animus,Rich Shapero,2004.0,Too Far,en,winnipeg,manitoba,canada
2007,1388,16.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,charlotte,north carolina,usa
2008,1391,27.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,honolulu,hawaii,usa
2009,1392,48.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,winnipeg,manitoba,canada
2010,1393,36.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,fort myers,florida,usa
2011,1394,34.74389988072476,971880107,4,Wild Animus,Rich Shapero,2004.0,Too Far,en,davis,west virginia,usa
2012,1395,49.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,springfield,oregon,usa
2014,1395,34.74389988072476,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,lake helen,florida,usa
2015,1396,47.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,quincy,michigan,usa
2016,1400,34.74389988072476,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,london,england,united kingdom
2017,1400,41.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,bromley,kent,united kingdom
2018,1400,35.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,milford,michigan,usa
2019,1400,35.0,971880107,2,Wild Animus,Rich Shapero,2004.0,Too Far,en,braunschweig,niedersachsen,germany
2020,1400,32.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,porto,porto,portugal
2021,1401,24.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,düsseldorf,nordrhein-westfalen,germany
2022,1402,16.0,971880107,7,Wild Animus,Rich Shapero,2004.0,Too Far,en,burgess hill,i sometimes live in hong kong,united kingdom
2023,1402,24.0,971880107,3,Wild Animus,Rich Shapero,2004.0,Too Far,en,baltimore,maryland,usa
2024,1404,36.0,971880107,3,Wild Animus,Rich Shapero,2004.0,Too Far,en,norwich,england,united kingdom
2026,1404,42.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,south lanarkshire,scotland,united kingdom
2027,1405,18.0,971880107,6,Wild Animus,Rich Shapero,2004.0,Too Far,en,lisbon,lisbon,portugal
2028,1406,29.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,leiden,zuid-holland,netherlands
2029,1406,20.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,fortaleza,ceará,brazil
2030,1410,37.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,melbourne,victoria,australia
2031,1412,19.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,austin,texas,usa
2032,1412,34.74389988072476,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,tübingen,baden-württemberg,germany
2033,1412,32.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,obing,bayern,germany
2034,1414,44.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,dove canyon,california,usa
2036,1415,26.0,971880107,2,Wild Animus,Rich Shapero,2004.0,Too Far,en,rogue river,oregon,usa
2037,1416,25.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,trnava,trnava,slovakia
2038,1417,34.74389988072476,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,omaha,nebraska,usa
2039,1418,34.0,971880107,7,Wild Animus,Rich Shapero,2004.0,Too Far,en,perth,western australia,australia
2040,1418,32.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,st. paul,minnesota,usa
2041,1418,15.0,971880107,9,Wild Animus,Rich Shapero,2004.0,Too Far,en,ecorse,michigan,usa
2042,1419,43.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,christchurch,canterbury,new zealand
2043,1419,51.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,newport news,virginia,usa
2044,1419,41.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,oslo,oslo,norway
2045,1420,61.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,st albert,alberta,canada
2046,1420,32.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,milwaukee,wisconsin,usa
2047,1420,41.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,san jose,california,usa
2048,1420,27.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,gonic,new hampshire,usa
2049,1421,33.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,waipahu,hawaii,usa
2050,1422,52.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,winfield,alberta,canada
2051,1423,38.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,new olreans,louisiana,usa
2052,1423,58.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,covina,california,usa
2053,1424,34.74389988072476,971880107,4,Wild Animus,Rich Shapero,2004.0,Too Far,en,portland,maine,usa
2054,1425,44.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,biddeford,maine,usa
2055,1425,36.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,detroit,michigan,usa
2056,1425,32.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,belfast,northern ireland,united kingdom
2057,1426,59.0,971880107,1,Wild Animus,Rich Shapero,2004.0,Too Far,en,waipah,hawaii,usa
2058,1426,27.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,paris,ile de france,france
2059,1427,35.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,wasilla,alaska,usa
2060,1427,22.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,new york,new york,usa
2061,1430,19.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,lauchhammer,brandenburg,germany
2062,1431,26.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,weaverville,california,usa
2063,1432,50.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,kissimmee,florida,usa
2064,1434,24.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,savannah,georgia,usa
2065,1436,51.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,edmonton,alberta,canada
2066,1439,26.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,wuppertal,nordrhein-westfalen,germany
2067,1439,52.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,marianna,florida,usa
2068,1441,29.0,971880107,3,Wild Animus,Rich Shapero,2004.0,Too Far,en,riedstadt-erfelden,hessen,germany
2069,1441,38.0,971880107,8,Wild Animus,Rich Shapero,2004.0,Too Far,en,durham,north carolina,usa
2070,1443,37.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,owasso,oklahoma,usa
2071,1445,37.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,pleasanton,california,usa
2072,1449,31.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,keene,new hampshire,usa
2073,1451,38.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,leicester,england,united kingdom
2074,1451,38.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,sydney,new south wales,australia
2075,1451,22.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,novara,piemonte,italy
2076,1451,28.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,houston,texas,usa
2078,1453,29.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,rockwood,ontario,canada
2079,1454,34.74389988072476,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,virginia beach,virginia,usa
2080,1456,36.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,middletown,connecticut,usa
2081,1456,28.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,wilmington,north carolina,usa
2082,1456,30.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,tulsa,oklahoma,usa
2083,1456,34.74389988072476,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,winter springs,florida,usa
2084,1457,14.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,wynnewood,pennsylvania,usa
2086,1458,22.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,manchester,england,united kingdom
2087,1459,42.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,urunga,new south wales,australia
2088,1459,34.74389988072476,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,perth,ontario,canada
2089,1459,43.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,denver,colorado,usa
2090,1461,65.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,kingwood,texas,usa
2091,1461,54.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,fond du lac,wisconsin,usa
2092,1461,27.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,orlando,florida,usa
2093,1463,34.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,st. louis,missouri,usa
2094,1463,56.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,winnipeg,manitoba,canada
2095,1464,14.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,indianapolis,indiana,usa
2096,1466,34.74389988072476,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,westhaven,california,usa
2097,1466,31.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,fond du lac,wisconsin,usa
2098,1467,24.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,murchison,texas,usa
2100,1469,34.74389988072476,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,bartlett,illinois,usa
2101,1470,28.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,saint paul,minnesota,usa
2102,1471,42.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,redhill,surrey,united kingdom
2103,1473,25.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,derbyshire,england,united kingdom
2104,1474,36.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,hassall grove,new south wales,australia
2105,1476,24.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,brisbane,queensland,australia
2106,1476,20.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,aachen,nordrhein-westfalen,germany
2107,1477,27.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,downers grove,illinois,usa
2108,1478,64.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,birmingham,england,united kingdom
2109,1478,34.74389988072476,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,greenville,illinois,usa
2110,1479,34.74389988072476,971880107,4,Wild Animus,Rich Shapero,2004.0,Too Far,en,lake wales,florida,usa
2111,1479,18.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,warsaw,mazowieckie,poland
2112,1480,22.0,971880107,5,Wild Animus,Rich Shapero,2004.0,Too Far,en,calgary,alberta,canada
2113,1481,42.0,971880107,5,Wild Animus,Rich Shapero,2004.0,Too Far,en,portland,oregon,usa
2114,1483,20.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,beloit,wisconsin,usa
2115,1487,34.74389988072476,971880107,2,Wild Animus,Rich Shapero,2004.0,Too Far,en,homer,alaska,usa
2116,1488,52.0,971880107,6,Wild Animus,Rich Shapero,2004.0,Too Far,en,houston,texas,usa
2117,1488,34.74389988072476,971880107,1,Wild Animus,Rich Shapero,2004.0,Too Far,en,los angeles,california,usa
2119,1491,37.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,aurora,colorado,usa
2120,1493,34.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,bran,transilvania,italy
2121,1499,44.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,chicago,illinois,usa
2122,1500,30.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,marseille,bouches du rhone,france
2123,1501,30.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,york,nebraska,usa
2125,1506,26.0,971880107,2,Wild Animus,Rich Shapero,2004.0,Too Far,en,catskill,new york,usa
2126,1506,33.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,pittsburgh,pennsylvania,usa
2127,1509,34.74389988072476,971880107,4,Wild Animus,Rich Shapero,2004.0,Too Far,en,ottawa,ontario,canada
2128,1509,47.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,manchester,new hampshire,usa
2129,1510,28.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,melbourne,vic,australia
2130,1510,39.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,atlanta,georgia,usa
2131,1514,50.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,"richmondhill,",ontario,canada
2132,1514,34.74389988072476,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,belmont,california,usa
2134,1520,29.0,971880107,4,Wild Animus,Rich Shapero,2004.0,Too Far,en,easthampton,massachusetts,usa
2135,1520,14.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,wickenburg,arizona,usa
2136,1521,33.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,windsor,ontario,canada
2137,1524,18.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,west sussex,england,united kingdom
2138,1527,34.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,gahanna,ohio,usa
2139,1529,19.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,vallirana,barcelona,spain
2140,1529,33.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,campbelltown,south australia,australia
2141,1531,25.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,lunteren,gelderland,netherlands
2142,1533,44.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,jacksonville,arkansas,usa
2143,1536,29.0,971880107,6,Wild Animus,Rich Shapero,2004.0,Too Far,en,zaragoza,aragón,spain
2144,1536,50.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,rapid city,south dakota,usa
2145,1536,44.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,ft. stewart,georgia,usa
2146,1537,31.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,tulsa,oklahoma,usa
2147,1538,22.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,bonn,nordrhein-westfalen,germany
2148,1541,44.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,edewecht,niedersachsen,germany
2149,1541,27.0,971880107,6,Wild Animus,Rich Shapero,2004.0,Too Far,en,anchorage,alaska,usa
2152,1544,52.0,971880107,4,Wild Animus,Rich Shapero,2004.0,Too Far,en,forrestfield,western australia,australia
2153,1544,20.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,sarajevo 71000,bosnia and herzegovina,bosnia and herzegovina
2154,1544,32.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,brasília,df,brazil
2155,1550,41.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,wilwisheim,alsace,france
2156,1551,60.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,seattle,washington,usa
2158,1559,37.0,971880107,4,Wild Animus,Rich Shapero,2004.0,Too Far,en,murfreesboro,tennessee,usa
2161,1561,54.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,los angeles,california,usa
2163,1565,26.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,whitehaven,england,united kingdom
2164,1567,19.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,bellevue,nebraska,usa
2165,1568,39.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,buxton,england,united kingdom
2166,1568,37.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,córdoba,córdoba,argentina
2167,1569,26.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,lyon,rhône-alpes,france
2168,1571,26.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,vine grove,kentucky,usa
2169,1572,37.0,971880107,0,Wild Animus,Rich Shapero,2004.0,Too Far,en,dripping springs,texas,usa
